Step Temp 
       0          2.5 
     100    2.5003149 
     200    2.5240083 
     300     2.527613 
     400    2.5226724 
     500    2.5221358 
     600    2.5275785 
     700    2.5470737 
     800    2.5346091 
     900     2.540453 
    1000    2.5401168 
    1100    2.5372343 
    1200     2.537064 
    1300    2.5354934 
    1400    2.5361191 
    1500    2.5421421 
    1600    2.5364863 
    1700    2.5495317 
    1800    2.5405561 
    1900    2.5333435 
    2000    2.5334628 
    2100    2.5410213 
    2200    2.5384526 
    2300    2.5373145 
    2400    2.5395457 
    2500    2.5348973 
    2600    2.5324883 
    2700    2.5301109 
    2800    2.5287641 
    2900    2.5283788 
    3000    2.5312888 
    3100     2.535843 
    3200    2.5388307 
    3300    2.5400241 
    3400    2.5289426 
    3500    2.5422206 
    3600    2.5346473 
    3700    2.5445266 
    3800     2.535837 
    3900    2.5323474 
    4000    2.5334073 
    4100    2.5332038 
    4200    2.5360819 
    4300    2.5357106 
    4400    2.5277527 
    4500    2.5376571 
    4600    2.5380768 
    4700    2.5443356 
    4800    2.5353266 
    4900    2.5330644 
    5000     2.531304 
