Step Temp 
       0          2.5 
     100    2.5002009 
     200    2.6023271 
     300    2.5031463 
     400    2.5554907 
     500    2.8118964 
     600     2.556176 
     700    2.5930063 
     800    2.5143712 
     900    2.5539549 
    1000    2.6840074 
    1100    2.5015456 
    1200    2.5004107 
    1300     2.504338 
    1400    2.5001181 
    1500    2.5005497 
    1600    2.5183342 
    1700    2.6472512 
    1800    2.6409589 
    1900    2.5448188 
    2000    2.5057431 
    2100     2.500106 
    2200    2.5006353 
    2300    2.6663648 
    2400    2.5085446 
    2500    2.5027037 
    2600    2.5061657 
    2700    2.5092869 
    2800    2.5686592 
    2900    2.5586455 
    3000    2.5118739 
    3100    2.5519687 
    3200    2.5032711 
    3300    2.5067167 
    3400    2.7096766 
    3500    2.5095869 
    3600    2.5248016 
    3700    2.5484466 
    3800    2.5831439 
    3900    2.6857936 
    4000    2.9706641 
    4100    2.5409251 
    4200    2.5966741 
    4300    2.5528461 
    4400    2.5159125 
    4500     2.503245 
    4600    2.5184935 
    4700    2.5655044 
    4800    2.5012546 
    4900    2.5013267 
    5000    2.5032209 
