Step Temp Density Press 
       0            1            1   -3.1275513 
     100   0.51469568            1   0.56113264 
     200   0.51833548            1   0.53102638 
     300   0.52002856            1   0.52405127 
     400   0.52352481            1   0.49690223 
     500    0.5149024            1   0.55239256 
     600   0.52417837            1   0.48713839 
     700   0.52513618            1   0.48400243 
     800    0.5234671            1   0.49737882 
     900   0.52674285            1    0.4659625 
    1000   0.52265713            1    0.5068955 
    1100   0.52450954            1   0.49201643 
    1200   0.51922633            1   0.53102365 
    1300   0.52000839            1   0.51654958 
    1400    0.5202688            1   0.51217574 
    1500   0.52545035            1   0.48661501 
    1600   0.51470245            1   0.56085847 
    1700   0.52059601            1   0.51953076 
    1800   0.52244695            1   0.50803312 
    1900   0.52244865            1   0.50506805 
    2000   0.52014201            1   0.52013251 
    2100   0.52337242            1   0.48771464 
    2200   0.52808321            1   0.46600286 
    2300   0.52924674            1   0.45351754 
    2400   0.52994039            1   0.44361402 
    2500   0.51853898            1   0.52688486 
    2600    0.5290751            1   0.44865807 
    2700    0.5234324            1   0.49665725 
    2800   0.53011097            1   0.44796855 
    2900   0.51995862            1   0.52422355 
    3000   0.52049581            1   0.52006678 
    3100   0.52292326            1    0.4985111 
    3200   0.52722057            1   0.46853106 
    3300   0.52298196            1    0.4989906 
    3400   0.52207512            1   0.51131847 
    3500   0.52226173            1    0.5120562 
    3600   0.52290927            1   0.50092337 
    3700   0.51762119            1   0.53989256 
    3800   0.52149056            1   0.50841182 
    3900   0.52436586            1   0.48875686 
    4000   0.52527682            1   0.48471021 
    4100   0.51855169            1   0.53116765 
    4200   0.52481571            1   0.48213435 
    4300    0.5202565            1     0.527571 
    4400   0.52478959            1   0.48494136 
    4500   0.51954226            1   0.52822814 
    4600   0.51808285            1   0.53048665 
    4700   0.52461771            1   0.48627177 
    4800    0.5167452            1   0.55135815 
    4900   0.51184637            1   0.57788422 
    5000   0.53323587            1   0.42235023 
