Step Temp Density Press 
       0            1          0.5   -2.1986221 
     100    1.0996096          0.5   0.14082994 
     200     1.140796          0.5  0.067832816 
     300    1.1452849          0.5   0.10673045 
     400    1.1518328          0.5  0.070236397 
     500    1.1578187          0.5  0.059810661 
     600     1.167637          0.5  0.089250726 
     700    1.1713555          0.5   0.11895021 
     800    1.1645233          0.5  0.068214905 
     900    1.1703336          0.5   0.10956318 
    1000    1.1754658          0.5  0.049543961 
    1100    1.1596772          0.5    0.1017638 
    1200    1.1727736          0.5   0.12425324 
    1300    1.1715412          0.5    0.1450471 
    1400    1.1585244          0.5    0.1159005 
    1500    1.1673222          0.5  0.092139327 
    1600    1.1820166          0.5  0.079563802 
    1700     1.163834          0.5   0.13182388 
    1800    1.1615136          0.5   0.13028892 
    1900    1.1713729          0.5   0.11191088 
    2000    1.1611949          0.5   0.12891494 
    2100    1.1653307          0.5  0.061102621 
    2200    1.1681215          0.5  0.074337797 
    2300    1.1728564          0.5   0.07775033 
    2400    1.1648624          0.5   0.10067672 
    2500    1.1717538          0.5   0.11344465 
    2600    1.1601896          0.5   0.16432119 
    2700    1.1585505          0.5   0.12044934 
    2800    1.1544087          0.5   0.13165496 
    2900    1.1691067          0.5   0.11802903 
    3000    1.1627287          0.5   0.14142982 
    3100    1.1744667          0.5   0.06318688 
    3200    1.1604925          0.5   0.15483188 
    3300    1.1680583          0.5    0.1582426 
    3400    1.1662192          0.5   0.15918765 
    3500    1.1704364          0.5  0.092654329 
    3600     1.162819          0.5   0.13324846 
    3700    1.1759057          0.5  0.089531263 
    3800    1.1523878          0.5   0.17766667 
    3900    1.1654565          0.5   0.10178436 
    4000    1.1768397          0.5  0.079521325 
    4100    1.1602697          0.5   0.16944966 
    4200     1.172494          0.5    0.1372763 
    4300       1.1795          0.5  0.070206737 
    4400    1.1561215          0.5   0.18410545 
    4500    1.1652983          0.5    0.1287788 
    4600    1.1659955          0.5   0.15582429 
    4700     1.162083          0.5   0.13417993 
    4800    1.1715311          0.5   0.11383678 
    4900    1.1690643          0.5   0.12516722 
    5000    1.1614054          0.5   0.17555069 
