Step Temp Density Press 
       0            5          0.1     0.476115 
     100    5.2059861          0.1   0.56385964 
     200    5.2233841          0.1   0.56885282 
     300    5.2279726          0.1   0.57141002 
     400    5.2055559          0.1   0.58778794 
     500    5.2270278          0.1   0.57262677 
     600     5.243772          0.1   0.55776268 
     700    5.2368821          0.1   0.56563467 
     800    5.2348052          0.1   0.56772048 
     900    5.2240714          0.1   0.56350358 
    1000    5.2318295          0.1    0.5735086 
    1100    5.2444817          0.1   0.54679694 
    1200    5.2252541          0.1   0.57081094 
    1300    5.2449354          0.1   0.55606406 
    1400     5.233986          0.1   0.57611923 
    1500    5.2259634          0.1   0.57648275 
    1600    5.2227467          0.1   0.57423635 
    1700    5.2111836          0.1   0.58108932 
    1800    5.2467238          0.1   0.56278997 
    1900    5.2242997          0.1    0.5787384 
    2000    5.2449382          0.1   0.55553413 
    2100     5.206941          0.1   0.57807187 
    2200    5.2419164          0.1    0.5596636 
    2300    5.2315726          0.1   0.56645542 
    2400    5.2225183          0.1   0.58174306 
    2500    5.2198504          0.1   0.57886102 
    2600    5.2355666          0.1   0.56409981 
    2700    5.2117535          0.1   0.58565834 
    2800    5.2368706          0.1   0.56767334 
    2900    5.2293998          0.1   0.56941944 
    3000    5.2504647          0.1    0.5597856 
    3100    5.2288576          0.1    0.5690052 
    3200      5.23456          0.1   0.57356239 
    3300    5.2383992          0.1   0.56111453 
    3400    5.2263774          0.1   0.56654045 
    3500     5.233065          0.1   0.57055489 
    3600    5.2415474          0.1   0.55963885 
    3700    5.2213521          0.1   0.57370808 
    3800    5.2238901          0.1   0.56563247 
    3900    5.2487849          0.1   0.55408833 
    4000    5.2311822          0.1   0.56394073 
    4100    5.2498987          0.1   0.55846061 
    4200     5.223295          0.1   0.57596378 
    4300    5.2468321          0.1   0.55687223 
    4400    5.2576488          0.1   0.54541771 
    4500    5.2380802          0.1   0.56293218 
    4600    5.2310159          0.1   0.57071104 
    4700    5.2278456          0.1   0.56505818 
    4800    5.2227648          0.1   0.57180929 
    4900    5.2337617          0.1   0.56649064 
    5000     5.231828          0.1   0.56221616 
