Step Temp Density Press 
       0            5         0.02     0.099975 
     100    5.0270669         0.02   0.10359286 
     200     5.042524         0.02   0.10379787 
     300    5.0558775         0.02   0.10258357 
     400    5.0535645         0.02   0.10240084 
     500    5.0561922         0.02   0.10344705 
     600     5.063921         0.02   0.10158623 
     700    5.0596839         0.02   0.10275758 
     800     5.050466         0.02   0.10356652 
     900    5.0616024         0.02   0.10241588 
    1000    5.0622758         0.02   0.10194179 
    1100    5.0559775         0.02   0.10347918 
    1200    5.0532663         0.02   0.10354674 
    1300     5.060743         0.02   0.10182571 
    1400    5.0589364         0.02   0.10297221 
    1500    5.0639069         0.02   0.10238729 
    1600     5.063872         0.02   0.10204094 
    1700    5.0549649         0.02   0.10325142 
    1800    5.0617573         0.02   0.10241119 
    1900    5.0621574         0.02   0.10189728 
    2000    5.0552499         0.02   0.10292562 
    2100    5.0607099         0.02   0.10163898 
    2200    5.0635006         0.02   0.10238728 
    2300    5.0678885         0.02   0.10150706 
    2400    5.0683855         0.02   0.10159979 
    2500    5.0629827         0.02   0.10276229 
    2600    5.0584188         0.02   0.10229897 
    2700    5.0593956         0.02   0.10277596 
    2800    5.0585395         0.02    0.1029708 
    2900    5.0582089         0.02   0.10250333 
    3000    5.0552797         0.02   0.10300202 
    3100    5.0615836         0.02   0.10192342 
    3200    5.0586589         0.02   0.10224343 
    3300    5.0539795         0.02   0.10315424 
    3400    5.0519593         0.02   0.10327348 
    3500    5.0535838         0.02   0.10384519 
    3600    5.0585563         0.02   0.10179002 
    3700    5.0569758         0.02   0.10322752 
    3800     5.052856         0.02   0.10327815 
    3900    5.0579833         0.02   0.10348902 
    4000    5.0579822         0.02   0.10229674 
    4100    5.0548004         0.02   0.10324291 
    4200    5.0638417         0.02   0.10165855 
    4300    5.0649462         0.02   0.10171984 
    4400    5.0575287         0.02   0.10225608 
    4500    5.0607065         0.02    0.1023638 
    4600    5.0608919         0.02   0.10198361 
    4700    5.0604692         0.02   0.10227405 
    4800    5.0661421         0.02    0.1006591 
    4900    5.0596706         0.02   0.10240112 
    5000    5.0492667         0.02   0.10437861 
