Step Temp Density Press 
       0            3         0.02     0.059985 
     100    3.0093354         0.02  0.061569678 
     200     3.053506         0.02  0.061841815 
     300    3.0602439         0.02  0.060956786 
     400    3.0644049         0.02  0.061989328 
     500    3.0582488         0.02  0.061875471 
     600    3.0689822         0.02   0.06168799 
     700    3.0657131         0.02   0.06237056 
     800    3.0603891         0.02  0.062735918 
     900    3.0669262         0.02  0.061423508 
    1000    3.0677986         0.02  0.061560153 
    1100    3.0674268         0.02  0.061252294 
    1200    3.0688339         0.02  0.061015926 
    1300    3.0675227         0.02  0.061398212 
    1400    3.0697003         0.02  0.061458037 
    1500    3.0656778         0.02  0.061815948 
    1600    3.0686223         0.02  0.061677431 
    1700    3.0713139         0.02  0.061424735 
    1800    3.0653676         0.02  0.061656598 
    1900    3.0710173         0.02  0.061461356 
    2000    3.0698136         0.02  0.061418144 
    2100    3.0644585         0.02  0.062949664 
    2200    3.0747134         0.02   0.06081063 
    2300    3.0682493         0.02  0.061148265 
    2400       3.0727         0.02  0.061497032 
    2500    3.0685573         0.02  0.061336095 
    2600    3.0741737         0.02  0.061343892 
    2700    3.0660596         0.02  0.061294347 
    2800    3.0703985         0.02  0.061868727 
    2900    3.0709982         0.02  0.061518054 
    3000    3.0671393         0.02   0.06192639 
    3100    3.0702586         0.02  0.061303026 
    3200    3.0721369         0.02  0.061670343 
    3300    3.0580856         0.02  0.062271571 
    3400    3.0662658         0.02  0.061364355 
    3500    3.0718516         0.02  0.061559328 
    3600    3.0721057         0.02  0.061386616 
    3700    3.0661481         0.02  0.062029001 
    3800     3.068581         0.02   0.06146046 
    3900    3.0730326         0.02  0.061612405 
    4000    3.0665351         0.02  0.061800661 
    4100     3.069249         0.02  0.062301895 
    4200    3.0699178         0.02  0.061659712 
    4300    3.0746451         0.02  0.061376447 
    4400    3.0730274         0.02  0.061120048 
    4500    3.0738395         0.02  0.061370743 
    4600    3.0730925         0.02  0.061132925 
    4700     3.073233         0.02   0.06114845 
    4800    3.0761205         0.02  0.060981445 
    4900    3.0758856         0.02  0.061332309 
    5000    3.0706636         0.02  0.061763739 
