Step Temp Press 
       0            3    0.0299925 
     100    3.0010594  0.029959749 
     200     3.021132  0.030868166 
     300    3.0339655  0.030182875 
     400    3.0303839  0.030333881 
     500    3.0269004  0.030536533 
     600    3.0297874   0.03032051 
     700    3.0358593  0.030209327 
     800    3.0365041  0.030375811 
     900    3.0372763  0.030535759 
    1000    3.0346171  0.030357986 
    1100    3.0350146  0.030350531 
    1200    3.0370935   0.03050217 
    1300      3.03052  0.030691436 
    1400    3.0370192  0.030458096 
    1500    3.0343636   0.03027282 
    1600    3.0342627  0.030235794 
    1700    3.0322176  0.030445862 
    1800    3.0329577  0.030379237 
    1900    3.0359437   0.03027789 
    2000    3.0357694  0.030099912 
    2100    3.0308242  0.030521541 
    2200    3.0322978  0.030348958 
    2300    3.0358747   0.03005693 
    2400    3.0303737  0.030530653 
    2500     3.038445  0.030430003 
    2600    3.0340906  0.030067873 
    2700    3.0345098   0.03035327 
    2800    3.0353591  0.030083995 
    2900     3.034804  0.030159821 
    3000    3.0320265  0.030607553 
    3100    3.0329454  0.030597527 
    3200    3.0320683   0.03053418 
    3300    3.0376808  0.030200251 
    3400    3.0339985  0.030261026 
    3500    3.0342151  0.030189218 
    3600    3.0347043  0.030299536 
    3700    3.0360541  0.030142543 
    3800    3.0352393  0.030360386 
    3900    3.0320619  0.030479077 
    4000    3.0334022  0.030247819 
    4100    3.0336659  0.030321063 
    4200    3.0377285  0.030172227 
    4300    3.0373731  0.030353045 
    4400    3.0394895  0.030266097 
    4500    3.0348828   0.03020423 
    4600    3.0293123  0.030603601 
    4700    3.0331222   0.03049659 
    4800    3.0351893   0.03036567 
    4900    3.0378602  0.030371058 
    5000    3.0333243  0.030476673 
